long_description,severity_code
created attachment hack upstream bug http code google com p jsbridge issues detail id i ve attached the hack that i submitted there i ve been running mozmill tests with this hack for a fair while and haven t had any trouble ,2
user agent mozilla windows u windows nt fr fr rv gecko firefox build identifier mozilla windows u windows nt fr fr rv gecko firefox in the warning for an http site with an expired server certificate the current time is shown in english instead of in the locale reproducible always steps to reproduce use an fr fr build go to https tech i dns net actual results the dialog is shown and says tech i dns net est un site qui utilise un certificat de s curit pour chiffrer les donn es durant la transmission mais ce certificat a expir le vous devriez v rifier que la date de votre ordinateur est correcte actuellement c est thursday april voulez vous continuer quand m me expected results the dislog should says tech i dns net est un site qui utilise un certificat de s curit pour chiffrer les donn es durant la transmission mais ce certificat a expir le vous devriez v rifier que la date de votre ordinateur est correcte actuellement c est le voulez vous continuer quand m me workaround learn english ,1
created attachment patch v we have some problems with the exception handling in silme io file the submitted patch fixes don t fall silently on every possible exception fix raising unicodedecodeerror it s causing a typeerror at the moment add todos for exceptions that should be logged in the future after the silme core logging lands ,2
user agent mozilla windows u windows nt en us rv gecko firefox build identifier mozilla windows u windows nt en us rv gecko firefox if i have a some filters which filter mail and mark it as read and only they are triggered during a routine check for mail the new mail icon will appear in the system tray even though no mail needs to be read reproducible always steps to reproduce set up one or more filters which mark some mail read download a batch of mail of which all is covered by the filters actual results the new mail icon appears on mouse over it says the number of new messages downloaded eg local folders has new messages expected results if all the downloaded mail has be marked read the icon shouldn t appear ,1
user agent mozilla windows u windows nt de de rv gecko firefox build identifier version mozilla branch and trunk the account folder popuplist in the filter editor dialog is too small from the first folders level on the names are croped if you ve to choose a folder in a deeper level it could become impossible to do so this should be be fixed in trunk and branch mozilla reproducible always steps to reproduce open tools filter create a new filter as action choose to copy or move the messages open the popuplist to choose an account folder to move copy the messages in you ll see the list is too small to increase the dialogs size has no effect on this popuplist actual results we get a too small account folder popuplist expected results maybe we should get a list with submenus for each level e g have a look into the new folders dialog the list must not be too small ,2
user agent mozilla windows u windows nt en us rv a gecko firefox a build identifier mozilla windows u windows nt en us rv a gecko firefox a if you right click on a bookmark the context menu that appears is dead nothing you click on works reproducible always steps to reproduce right click on a bookmark select any item from the menu that appears nothing happens actual results something should happen expected results whatever you clicked on firefox trunk build,2
steps to reproduce right click on the content of a webpage then right click on a tab then click anywhere within the browser window result right click menu from the tab will disappear but the right click menu on the content of a webpage wouldn t disappear unless you click on a valid not grayed out option clicking on other parts of the screen wouldn t do anything the right click menu on the content of a webpage will be on top when switchin between tabs or on top of a new tab ,1
http bugzilla mozilla org sanitycheck cgi can be run from an ordinary bugzilla account e g mine on a bugs database as large as bugzilla mozilla org that effectively counts as a dos if done repeatedly ,1
patch following,0
user agent mozilla windows u windows nt en us rv gecko firefox build identifier http www meer net dougt minimo ce minimoce cab this was broken up to worked fine on and and now broke again might be the same as bug sites using utf encoding are fine www google co il site using other encodings www walla co il show reproducible always steps to reproduce go to www walla co il actual results web site is shown with characters expected results should show hebrew characters,2
 load data text html click the textbox twice result autocomplete widget appears you can even use autocomplete to put text into the field which is invisible but submitted anyway ,1
i restarted qm stage win k after applying some windows updates and i have not been able to rdp into it since can someone please have a look to see why it is hung thanks ,2
str load url testcase in bug when right clicking and then dismissing the flash mozilla hangs ,3
yesterday we have noticed that no crash reports could be sent by the crash reporter marcia filed bug on that at around am hours later i ve seen the same problem while trying to investigate a crash i ve cc ed lars on the bug and the problem could be fixed immediately there reason was that no free i nodes were left nagios hasn t detected this problem as consequence we don t have crash reports for about hours yesterday the nagios scripts should be enhanced to cover those disk problems too it s bad when we loose crash reports and are even not able to check own crashes for ourself ,2
 nsafmobject afm readfile const nsfont afontname dcone char afmfilename afontname name tonewutf string file we will open afmfilename contains the name of the nsfont this is usually serif but sometimes san serif or fixed if nsnull afmfilename return success if strcmp afmfilename strcmp afmfilename recycle afmfilename return success open the file mafmfile fopen const char afmfilenamer so this function opens file serif san serif or fixed file in current directory and looks for afm metrics there so this functions doesn t work the possible solution is to look for afm file in user specified directory another promblem is when i try to use unicode ps font from http bibliofile mc duke edu gww fonts unicode html mozilla makes a core when tries to read metrics ,3
mozilla x u linux i en us rv gecko jdk beta work with mozilla under win xp but i does not work under linux though it does not appear in about plugins under linux as does under windows applet appear to load at www javasoft com,3
user agent mozilla windows u windows nt en us rv a gecko build identifier mozilla windows u windows nt en us rv a gecko while using mozilla i went to wwe com on the mainpage at the upper left hand corner the wwe logo is supposed to be displayed along with the logo there is a wwe com logo the words world wrestling entertainment i happened upon this bug with mozilla firefox and informed the webmaster about it the error was fixed in firefox but for some reason in mozilla it is still displaying to contact the webmaster go here http shopzone wwe com webapp wcs stores servlet shopzone kana wwecontactus jsp major group id technical problems action id tech support wwe reproducible always steps to reproduce go to http www wwe com actual results the error was still displaying no wwe com logo in the upperleft hand corner ,0
i have an applet that creates a modal dialog until it is dismissed all browser windows will not respond to input expected only the applet should not respond to input the rest of that browser window and all other browser windows should continue to behave as usual setting a high severity since it makes the browser appear to have hung ,2
from bugzilla helper user agent mozilla x u linux i en us rv gecko buildid the standards at least html have limitations on what can be included in a name tag id and name tokens must begin with a letter a za z and may be followed by any number of letters digits hyphens underscores colons and periods http www w org tr html types html type cdata and my example doesn t quite fit to those limitations but it s kind of strange that if open a link with special characters in the fragment identifier in a new window it works just fine goes where it s supposed to but if i try to use a link like this in the page it doesn t do anything at all so either these special characters in the fragment identifier foo should be supported or then they shouldn t but the way it works and doesn t work now is completely illogical reproducible always steps to reproduce go to a page with an anchor with special characters and a link to that anchor try to press the link doesn t do anything try to open the link in a new window opens the page and scrolls straight to the anchor actual results described above expected results either it should ignore anchors with special characters all the time or then it should fully support them better idea imho ,1
user agent mozilla macintosh u intel mac os x en us rv a pre gecko minefield a pre build identifier binary multiplication and unary plus minus are not treated as operators that unconditionally return a number reproducible always,1
user agent mozilla windows u windows nt fr rv gecko firefox build identifier mozilla windows u windows nt fr rv gecko firefox in a template with a single rule and a condition like the template engine crashes when the action is and works without problems when the action is i didn t find the general case of such crashes yet but i m searching it reproducible always steps to reproduce download the zip file i sent unzip run crash xul actual results firefox crashes expected results a tree is shown and there s a row for each value of the pred variable ,3
let x function for y in function x x asserts debug js shell without j at assertion failure obj scope obj object pobj at jsobj cpp let x function for y in function x x asserts debug js shell without j at assertion failure obj is cloned block obj at jsobj cpp both seem related as autobisect shows they are probably related to bug the first bad revision is changeset ddacbe e user andreas gal date thu apr summary we don t cache access to shared properties in the property cache r igorbrendan ,3
we have detected your browser may not be capable of viewing durex com correctly please check you are running a recent browser with cookies and javascript enabled if you are sure your browser is configured correctly please continue does the same happen with ns ,1
 x in js calltracer trc xbfffa d thing x b kind at users bzbarsky mozilla tracemonkey mozilla js src jsgc cpp flagp getgcthingflags thing x da in js tracestackframe trc xbfffa d fp x b c at users bzbarsky mozilla tracemonkey mozilla js src jsgc cpp js call value tracer trc jsval fp thisp this regs xbfffb slots x b ec callobj x argsobj x varobj x callee x d eea script x b fun x d eea thisp x b argc x argv x b rval x down x b b annotation x scopechain x d ec sharpdepth x sharparray x flags x dormantnext x xmlnamespace x blockchain x displaysave x b b pcdisabledsave x x in getgcthingflags thing x b at users bzbarsky mozilla tracemonkey mozilla js src jsgc cpp a jsgcarenainfo xff index x in js calltracer trc xbfffa d thing x b kind at users bzbarsky mozilla tracemonkey mozilla js src jsgc cpp rt jsruntime x a jsgcarenainfo xd dff cx jscontext xda ae index flagp uint x a e t d b t x da in js tracestackframe trc xbfffa d fp x b c at users bzbarsky mozilla tracemonkey mozilla js src jsgc cpp nslots minargs skip x bb in js tracecontext trc xbfffa d acx xda ae at users bzbarsky mozilla tracemonkey mozilla js src jsgc cpp a jsarena x b age fp jsstackframe x b c nextchain jsstackframe x sh jsstackheader x tvr jstempvaluerooter x x d in js traceruntime trc xbfffa d allatoms at users bzbarsky mozilla tracemonkey mozilla js src jsgc cpp rt jsruntime x iter jscontext xda ae acx jscontext xda ae x a d in js gc cx xda ae gckind gc normal at users bzbarsky mozilla tracemonkey mozilla js src jsgc cpp rt jsruntime x trc context xda ae callback debugprinter debugprintarg x debugprintindex a jsgcarenainfo x flagp uint x f t f u e e freelist jsgcthing xda b c callback jsgccallback x f emptyarenas jsgcarenainfo x acx jscontext x iter jscontext x keepatoms type thingsize requestdebit i indexlimit ap jsgcarenainfo x ef flags thing jsgcthing xda b c allclear arenalist jsgcarenalist x ef c x de b in js gc cx xda ae at users bzbarsky mozilla tracemonkey mozilla js src jsapi cpp no locals x a in maybegc cx xda ae at users bzbarsky mozilla tracemonkey mozilla dom src base nsjsenvironment cpp bytes lastbytes x in nsjscontext domoperationcallback cx xda ae at users bzbarsky mozilla tracemonkey mozilla dom src base nsjsenvironment cpp win mrawptr xdeadbeef stopbutton members of nsastring internal mdata x mlength mflags waitbutton members of nsastring internal mdata xbfffabc mlength mflags nevershowdlg members of nsastring internal mdata x mlength mflags buttonpressed now istrackingchromecodetime bundle mrawptr xda debugbutton members of nsastring internal mdata x f mlength mflags buttonflags callbacktime docshell cannot access memory at address xa,3
created attachment testcase crashes firefox when loaded ,3
the joke version of the testcase in bug crashes minefield filing as a separate bug just in case it represents an unrelated problem that won t be fixed by whatever fixes that timing issue i think it needs to be fixed first or else fixing bug might mask this crash while leaving the problem untouched i first get the assertion assertion should be in an update while destroying frames mupdatecount file c dev fftrunk mozilla layout base nscssframeconstructor cpp line and then crashes referencing a deleted aframe in nscssframeconstructor mayberecreatecontainerforibsplitterframe dddddddd nscssframeconstructor mayberecreatecontainerforibsplitterframe line c nscssframeconstructor contentremoved line c presshell contentremoved line c nsbindingmanager contentremoved line c nsnodeutils contentremoved line c nshtmldocument opencommon line c nshtmldocument open line c nshtmldocumentsh documentopen line c xpc xow functionwrapper line c js invoke line c js interpret line c js invoke line c js internalinvoke line c js callfunctionvalue line c nsjscontext calleventhandler line c nsjseventlistener handleevent line c nseventlistenermanager handleeventsubtype line c nseventlistenermanager handleevent line c nseventtargetchainitem handleevent line c nseventtargetchainitem handleeventtargetchain line c nseventdispatcher dispatch line c presshell handleeventinternal line c presshell handleeventwithtarget line c nseventstatemanager checkforanddispatchclick line c nseventstatemanager posthandleevent line c presshell handleeventinternal line c presshell handlepositionedevent line c presshell handleevent line c nsviewmanager handleevent line c nsviewmanager dispatchevent line c handleevent line c nswindow dispatchevent line c nswindow dispatchwindowevent line c nswindow dispatchmouseevent line c childwindow dispatchmouseevent line c nswindow processmessage line c nswindow windowproc line c e e e c f e bd e f e a nsappshell processnextnativeevent line c nsbaseappshell doprocessnextnativeevent line c nsbaseappshell onprocessnextevent line c nsthread processnextevent line c ns processnextevent p line c nsbaseappshell run line c nsappstartup run line c xre main line c main line c maincrtstartup line c c fd ,3
when checking for updates to thunderbird and a new version is found that is incompatible with some installed addons a message is displayed offering a list of incompatible items the dialogue that appears when selecting the show list button contains the following text it is highly recommended that you update thunderbird even if some of your extensions and themes become incompatible to ensure maximum protection when browsing the web thunderbird is not firefox so the web shouldn t be mentioned to reproduce use the config editor to change app extensions version to e g install an extension or theme that isn t compatible with resext app extensions version restart thunderbird help check for updates assuming there is an update click the show list button read the last sentence of text,0
user agent build identifier mozilla x u linux i en us rv gecko debian a page comes up that claims the site will only work with ie ns or safari reproducible always steps to reproduce start mozilla enter www nintendo com in the url box bingo one bug actual results a page comes up that claims the site will only work with ie ns or safari expected results let me browse the nintendo site ,2
we need a status update for our next set of releases rc and ,4
user agent mozilla windows u windows nt en us rv a gecko build identifier mozilla windows u windows nt en us rv a gecko the help text for the quote command in chatzilla contains the phrase see irc it should be see rfc reproducible always steps to reproduce ,0
 shamelessly stolen from irssi when doing a whois if the nick is declared unknown do a whowas nick automatically this will mean we can get away with always showing only who is on the context menu as well ,1
created attachment testcase see testcase this crashes current trunk builds on load it doesn t crash a build but it does crash a build so probably a regression from bug somehow talkback id tb z nsspacemanager bandrect isoccupiedby mozilla layout generic nsspacemanager cpp line nsspacemanager removetrailingregions mozilla layout generic nsspacemanager cpp line nsblockframe checkfloats mozilla layout generic nsblockframe cpp line nsblockframe reflow mozilla layout generic nsblockframe cpp line ,3
the tabbed browser seems to be quite capable of clearing the icon url why the browser tries to do it as well is a mystery to me indeed bug comment seems to suggest the opposite effect is desired ,1
we ve been trying to debug a serious problem with the bandwagon extension since last night and have a patch that the extension guys think might fix the problem can we patch amo on mrapp with this patch https bug bugzilla mozilla org attachment cgi id and we can test to see if that fixes the problem this issue seems to differ in production vs other environments ,4
user agent mozilla compatible konqueror khtml like gecko build identifier xulrunner a pre cvs trunk i am getting a segmentation fault when i add the script type application x python attribute to a xul window and add an event handler to any child node of the window reproducible always steps to reproduce build xulrunner with python enabled i ll attach my mozconfig file cd moz objdir dist xpi stage pyxultest run ld library path bin bin xulrunner bin application ini wait seconds after the program started actual results a segmentation fault i ll attach the output of a gdb session it fails here js src jsgc c js public api void js tracechildren jstracer trc void thing uint kind jsobject obj size t nslots i jsval v jsstring str switch kind case jstrace object if obj has no map it must be a newborn obj jsobject thing if obj map break if obj map ops trace obj map ops trace trc obj else nslots stobj nslots obj expected results no crash i am using python and gcc on gentoo linux with kde if i don t cd to dist xpi stage pyxultest but to dist bin and run ld library path xulrunner bin xpi stage pyxultest application ini instead then the problem is not always reproducible ,3
 function c eval eval c x assertion failure upvar frame skip uva vector i at jsopcode cpp tracemonkey branch jit does not have to be enabled regression from bug or bug maybe ,3
please publish the web content changes for the firefox release ,4
at the bottom of the page there are some pictures and when you hover over them they animate with javascript however in mozilla the last frame the explosion is not shown this page works fine in both ns and ie on winnt and ns on linux expected flicker then explosion result flicker but no explosion system build id linux,1
user agent mozilla compatible msie windows nt avant browser avantbrowser com net clr build identifier mozilla windows u windows nt en us rv gecko firefox i was surfing around a couple of web pages when firefox crashed firefox jpeg get small x a bb the web page i believe caused the crash is http www geocities com killianrotc but it doesn t crash now and im not really sure reproducible didn t try steps to reproduce ,3
created attachment testcase see testcase which crashes mozilla within ms it also crashes branch builds so marking security sensitive for now i guess bug might fix things here talkback id tb e x eb presshell attributechanged mozilla layout base nspresshell cpp line nsnodeutils attributechanged mozilla content base src nsnodeutils cpp line nsxulelement unsetattr mozilla content xul content src nsxulelement cpp line nsxulelement getattrinfo mozilla content xul content src nsxulelement cpp line x dc aa x c be presshell addref mozilla layout base nspresshell cpp line x c b,3
user agent mozilla windows u windows nt en us rv a gecko firefox a build identifier mozilla windows u windows nt en us rv a gecko firefox a even if i select to use only icons on toolbars in standalone message window icons and text are shown reproducible always steps to reproduce open message in new standalone window view toolbars customize select show icons actual results text still remains under icons reproducable on empty profile icons without text work fine in main mail window ,1
hello would you please set is active for the record in table og uid where nid is admin and uid this record is currently allowing an anonymous user to edit delete posts affiliated with for the record group regards paul,3
user agent build identifier mozilla windows u windows nt he il rv gecko profile manager always uses the default language and content pack regardless of those selected by the user e g if i install the he il language pack and the il content pack which are installed with the same xpi over the en us mozilla and then select them for use in a new profile the new profile still uses the en us language and us content pack reproducible always steps to reproduce install a language pack over the mozilla installer distributed by mozilla org open profile manager and create a new profile in the second screen of the profile wizard clich the select locale button and select the language you installed actual results new profile has an en us interface expected results new profile should be in the language selected during profile creation this has been reproted for several languages at n p m l n starting at news news mozilla org buse o lf ripley netscape com,2
user agent mozilla macintosh u intel mac os x en us rv a pre gecko minefield a pre build identifier mozilla macintosh u intel mac os x en us rv a pre gecko minefield a pre as of the sept rd nightly build drop down menus are rendering with white text instead of black text the text shows up as white on the white and grey os x menu buttons and white on white on the actual menu lists they are unreadable reproducible always steps to reproduce install sept rd nightly minefield build squint at unreadable menus actual results menus render with white text instead of black expected results menus render with black text instead of white,2
 go to http www ibm com mediumbusiness index jsp pick any item from the medium business store at lower righthand other ecommerce sites such as small business notebads suffer from major problems as well ,2
missing last part of breadcrumb current page title http developer mozilla org test docs sandbox breadcrumb test missing current page title and replacing it with http developer mozilla org test docs sandbox breadcrumb test breadcrumbs that existed prior to the mw upgrade are fine and intact only new pages with breadcrumbs are not working possibly an insert is going bad i m not sure what db changes are required for this extension i m not sure if this worked in rc or not because i cannot verify that i tested it it does not currently work in rc but i m not sure if that s because of mediawiki itself or the potentially broken upgrade merge ,3
from bugzilla helper user agent mozilla windows u windows nt en us rv rc gecko buildid in win k when right clicking on a file i found it with a jpeg and gif file and selecting open with if you have opened the file with moz before then there is a blank line where mozilla should be i ll attach a screenshot cause i m sure i m not understandable reproducible always steps to reproduce first right click on a file choose open with then chose program select mozilla now every time you choose open with on that file type you will get a blank line that relates to mozilla actual results got a blank line expected results should say mozilla ,0
user agent mozilla x u linux i en us rv gecko firefox build identifier mozilla x u sunos i pc en us rv gecko firefox user accesses firefox preferences dialog with orca the name of current preference tab can not be reported by orca it will only issue no name instead of its real name reproducible always steps to reproduce launch orca and firefox open preference dialog press tab to move focus between different items till the focus is moved onto top tab again actual results the tab name can not be issued to orca it only set out none instead of its real name say general or others therefore orca reports nothing when user tabbed focus onto this tab again expected results the tab name should be reported to user by orca this bug can be found on vermillion snv with mozilla x u sunos i pc en us rv gecko firefox it could be reproduce when user tab the focus onto this tab again it can not be seen if user puts focus onto tab and press left right arrow to move focus between different tabs ,2
user agent mozilla windows u windows nt en us rv gecko firefox build identifier mozilla windows u windows nt en us rv gecko firefox when starting a new find by pressing the find toolbar is still red from the last find it did where it didn t find results reproducible always steps to reproduce press to open find toolbar search for something that isn t on the page wait until the toolbar goes away or make it go away by clicking in the page press to open find toolbar actual results text field in toolbar is empty and coloured red expected results text field should be empty and coloured white imo the text field should always be white when it is empty and only turn a colour when there is text in there using aviary branch build ,1
user agent mozilla windows u windows nt en gb rv b gecko firefox b build identifier i normally clear private data on exiting ff without prompting if i set saved passwords to be cleared the login details for weave are removed and it can t automatically login when i start ff again this is contrary to the behaviour i am used to with add ons such as google browser sync which stores its login details separately reproducible always steps to reproduce set ff to always clear private data when it is closed set saved passwords to be cleared expected results when i performed the above steps weave couldn t login when ff was restarted weave should either store the passwords separately from the saved passwords system or warn the user that their options prevent the login details from being saved ,1
user agent mozilla windows u win en us rv gecko firefox build identifier mozilla windows u win en us rv gecko firefox if i query for all bugs newer than day i get this message buglist cgi use of uninitialized value in string eq at bugzilla search pm line reproducible always steps to reproduce ,1
overall problem described in bug i found two more instances of in a quick grep of the branch patch for that coming shortly which prompted bbaetz to suggest an audit of the pending code and the branch and trunk the branch and the trunk still need to be audited before we declare this one dead and i ll try to audit the branch in the next couple of days ,2
there is no need for it it s redundant with getprimaryframefor and getprimaryframefor is more convenient since it returns the frame instead of using an out param ,1
to reproduce download todays ff or seamonkey nightly start up look at various sites open tabs etc you ll for example notices these issues when hovering over a textbox textarea the border of the textarea will disappear when opening a new tab the urlbar moves to where the tabbar is and the place where the urlbar should be gets a gray background color no vertical scrollbar on websites which require one text on html form buttons appears in the wrong place buttons are cut off etc etc this worked fine in yesterdays nightly so probably bug causes this bug here and all the problems connected to it ,4
from bugzilla helper user agent mozilla x u linux i en us rv gecko buildid when chatzilla is first started via say ctrl the main screen shows use attach connect to a network it should say use attach to connect to a network reproducible always steps to reproduce start chatzilla tasks irc chat or ctrl from browser read introduction sentences actual results noticed typo as listed in description expected results should have extra to,0
it s a new crash signature that first appeared in fennec b it s currently top crasher in b with of all crashes many stacks are buggy but it might be a graphics or layout bug in the beta regression range http hg mozilla org releases mozilla beta pushloghtml fromchange d fa bf tochange d e c it might be caused by bug or bug the number of crashes caused by this bug crash adu is higher than the one fixed by bug crash adu https crash stats mozilla com daily form selection by version p fennec v b throttle v b throttle v throttle v throttle hang type any os windows os mac os linux date start date end submit generate frame module signature source libmozalloc so mozalloc abort memory mozalloc mozalloc abort cpp libc so swrite libxul so libxul so xe cd libxul so nswsrunobject deletechars editor libeditor html nswsrunobject cpp x libxul so cairo path fixed add gfx cairo cairo src cairo path fixed c libxul so cairo path fixed move to gfx cairo cairo src cairo path fixed c libxul so cairo path fixed close path gfx cairo cairo src cairo path fixed c libxul so moz cairo close path gfx cairo cairo src cairo c libxul so moz cairo rectangle gfx cairo cairo src cairo c libxul so gfxcontext rectangle gfx thebes gfxcontext cpp libxul so gfxsurfacedrawable draw gfx thebes gfxdrawable cpp x libmozutils so malloc mutex unlock memory jemalloc jemalloc c libmozutils so arena dalloc memory jemalloc jemalloc c x libxul so pickle writebytes ipc chromium src base pickle cc xbebbddea libxul so mozilla layers playerschild write obj firefox ipc ipdl playerschild cpp libxul so mozilla layers playerschild write obj firefox ipc ipdl playerschild cpp libxul so mozilla layers playerschild write obj firefox ipc ipdl playerschild cpp libxul so mozilla layers playerschild write obj firefox ipc ipdl playerschild cpp libxul so mozilla layers playerschild write obj firefox ipc ipdl playerschild cpp libxul so mozilla layers playerschild sendupdate obj firefox ipc ipdl playerschild cpp libxul so mozilla layers shadowlayerforwarder endtransaction gfx layers ipc shadowlayers cpp libxul so mozilla layers basicshadowlayermanager forwardtransaction gfx layers basic basiclayers cpp libxul so mozilla layers basicshadowlayermanager endtransaction gfx layers basic basiclayers cpp libxul so nsdisplaylist paintforframe layout base nsdisplaylist cpp libxul so nsdisplaylist paintroot layout base nsdisplaylist cpp libxul so nslayoututils paintframe layout base nslayoututils cpp libxul so presshell paint layout base nspresshell cpp libxul so nsviewmanager renderviews view src nsviewmanager cpp libxul so nsviewmanager refresh view src nsviewmanager cpp libxul so nsviewmanager dispatchevent view src nsviewmanager cpp libxul so handleevent view src nsview cpp libxul so mozilla widget puppetwidget dispatchevent widget src xpwidgets puppetwidget cpp libxul so mozilla widget puppetwidget dispatchpaintevent widget src xpwidgets puppetwidget cpp libxul so mozilla widget puppetwidget painttask run widget src xpwidgets puppetwidget cpp libxul so nsthread processnextevent xpcom threads nsthread cpp libxul so ns processnextevent p obj firefox xpcom build nsthreadutils cpp ,3
user agent mozilla windows u windows nt en gb rv gecko firefox build identifier mozilla windows u windows nt de rv b pre gecko shredder a tb a typos tooltip for one message back wrong eine nachricht zur ck in der chonik der angesehenen nachrichten right eine nachricht zur ck in der chronik der angesehenen nachrichten wrong eine nachricht vorw rts in der chonik der angesehenen nachrichten right eine nachricht vorw rts in der chronik der angesehenen nachrichten grammar when replying to an email default caption says on date sender wrote this structure is grammatically wrong in german wrong am sender schrieb right am schrieb sender no comma different word order also right sender schrieb am reproducible always steps to reproduce ,0
see shortcuts xhtml which uses the one word variety in one location and the two word variety in another location i m thinking the two word variety is probably better but i don t have any logic to support this other than my belief that it s slightly more readable ,0
user agent mozilla windows u windows nt en us rv b gecko build identifier mozilla windows u windows nt en us rv b gecko messages days was not grayout mozilla thunderbird version reproducible always steps to reproduce open folder properties click retention policy tab check use server defaults actual results messages and days was not grayout expected results messages and days was grayout ,0
as bug was just duped to a lightning only bug i open this one for the same issue on sunbird this is a regression of current sunbird trunk compared to sunbird on startup of sunbird one gets one master password request for each remote calendar that needs a saved password to load the data workaround start sunbird type master password into first box making sure that one does not accidentally type into another box that might be late to appear dismiss all other master password and other dialogs reload remote calendars if the password was typed correctly now all calendars should indeed load ,2
build id steps to reproduce wait until the biff icon appears double click it note you can t maximize the resulting mail window ,1
user agent mozilla windows u windows nt en us rv b gecko firefox build identifier mozilla windows u windows nt en us rv b gecko firefox new junk and un junk not being updated to training dat since thunderbird version reproducible always actual results training dat not updating expected results the new junk data should be added to training dat ,2
created attachment patch and test mark miller pointed out in bug comment a pretty ugly regression we don t box primitive values when getting properties from them rather we replace them with the corresponding boxed object prototype how this passed our tests i have no idea this regressed in bug which landed before the last merge so this needs to be fixed in aurora as well as on trunk ,2
currently mdc dekiwiki uses only one database server which is the read write master for performance reasons splitting the load between read write and read only will help a lot sheppy can you get a bug filed upstream for this and make it a top priority for their next big point release ,2
user agent mozilla windows u windows nt en gb rv gecko firefox build identifier mozilla windows u windows nt en us rv pre gecko thunderbird b build id i have a problem where in compose a new message or reply or forward a message if i try to use the auto complete function tb will freeze for up to a minute or so before i can continue typing very frustrating if i am trying to send to more than or for recipients as it can take ages if i shut down and restart tb the problem goes away for a little while but ultimately is always there and always replicable reproducible always steps to reproduce either send new message or reply or forward windwo select the to cc or bcc drop down try to type in an address manually into the tocc or bcc box,2
 object wrapped by xpconnect has members whose names shadow each other xpcnativeset x x e for the class classname htmlcollection contractid claims to implement interfaces nsisupports nsidomnodelist nsidomhtmlcollection nsidomnodelist item shadows nsidomhtmlcollection item nsidomnodelist length shadows nsidomhtmlcollection length nswindowwatcher setactivewindow nsidomwindow aactivewindow x nswindowwatcher setactivewindow nsidomwindow aactivewindow x document about blank loaded successfully xpc begin deferred release of nsisupports pointers xpc end deferred releases this debug output was generated by setting debug xpc hacker in mozilla js src xpconnect src xpcprivate h steps add flag to xpconnect rebuild xpconnect run mozilla navigator load composer ,0
bump app extensions version to for pre releases as discussed we should not ship our alphas with app extensions version set to as that would most likely lead to a variety of painful problems crashes busted chrome etc for users moving from a with many extensions to a deer park alpha for example ,4
the mailing list mails are delayed by about or hours at times or longer,2
 ,2
user agent mozilla macintosh u ppc mac os x en us rv gecko chimera build identifier mozilla macintosh u ppc mac os x en us rv gecko chimera html form controls broken in cocoaembed nsbrowserview this was tested on a october version of chimera m branch with the jaguar dev tools august reproducible always steps to reproduce build nsbrowserview framework in embedding browser cocoa build cocoaembed in embedding tests cocoaembed load www google com or any site with text input fields or popus menus actual results input text fields don t draw popup menus draw but don t respond to clicks expected results input text fields should draw popup menus should respond to clicks ,3
this site does not work with mozilla unfortunately it renders ok with ie and netscape x that site is important is spain it would be great to have it work i am not quite sure what the exact problem is mozilla renders a local copy of the site ok the online version is messed up maybe someone with more html javascript knowledge can shed some light on the issue i will then contact the webmaster and try to work out a solution ,2
user agent mozilla windows u windows nt en us rv gecko firefox build identifier pre jul pst after trying to edit an event i m stuck with some windows about confirming your attendance to the event while i was actually expecting the usual edit dialog reproducible sometimes steps to reproduce double click on any item in the calendar or right click and choose open try to edit the item details actual results when double clicking or choosing open from the context menu instead of being able to edit the event details i m getting a window to confirm all attendees to this event for most events only my own name e mail is listed but i can in no way get to edit the actual event details not happening to every item but sure does to a lot of them expected results i was expecting the usual event dialog with all event info filled in to be editted tested with thunderbird reproducable ,2
user agent mozilla x u linux i fr fr rv gecko build identifier mozilla x u linux i fr fr rv gecko a couple file descriptions in file dialogs were hardcoded in javascript files rather than localized in a properties file this bug is to have them localizable reproducible always steps to reproduce ,0
created attachment ajaxform js when trying to submit a new support request in the dreamhost control panel i receive the following error in the console which prevents me from continuing past the first page security error content at https secure newdream net newpanel js ajaxform js may not load data from https panel dreamhost com index cgi tree support msg followed by error this divid getelementsbyclassname buttonbox each is not a function source file https secure newdream net newpanel js ajaxform js line on the off chance it s relevant i m attaching ajaxform js as well ,2
steps to reproduce remove the address bar using customize toolbars switch tabs result the window title isn t updated removing the address bar also makes the back forward buttons always be disabled ,3
we cannot reconvert then we are using vje delta ver that is ime of ja that is using wm copy message but that is not implemented see bug ,2
bugzilla pm files are protected i see no reason to let bugzilla pm accessible from the web you don t know the kind of customisations some admins may do and being able to access source code increases the risk of attacks especially if the file is incorrectly modified ,1
user agent mozilla windows u windows nt de at rv gecko build identifier mozilla windows u windows nt de at rv gecko i m using calendar windows nightly xpi apr if i create a new event it won t be displayed at the weekly view i ve to change the week and go back to the week with the new event before the new event will be displayed this is very disturbing reproducible always steps to reproduce create a new event after it this event isn t displayed at current view change to another week month change back to the view month with the new event no it ll be displayed expected results the new event should be displayed after creating it ,2
i was all ready to do a mozilla release when i discovered that mozilla will not start on mac os it worked just dandy on mozilla and now it fails with an error that says i must have or better i couldn t find a bugzilla bug or newsgroup discussion about this and i don t understand why it would work just fine weeks ago and now it s completely blocked i hope this is an easily corrected mistake i m holding the milestone release until i understand better what happened here ,1
